Sentence,Fear,Split
One last question at this time is the struggle I am having with letting anyone else know I'm going in for this surgery.,0,0
I just read the Melissa Etheridge interview to which you refer.,0,0
"Our front steps were covered in mud the first day of heavy rain, but all seems to be staying where it belongs now.",0,0
I am happy because i am cancer free but i am slowly recovering from the rib removal.,0,0
It's always exciting to reach a milestone in treatments.,0,0
He also was in excellent shape (a biker).,0,0
This way I'll know if I posted this right.,0,0
Please let me know how it turned out.,0,0
That big ol' tumor has shrunk quite a bit!,0,0
You might try posting on their discussion board about what cuts the pain and what is good to eat or drink.,0,0
It is amazing how quickly friends drop away.,0,0
This is not normal protocol for the most part..which is why you need to find out more.I lost a brother to a rare cancer three years ago.They did not do chemo because his had spread to so many parts of his body but he didn't know all the details himself about his own cancer and left it to his wife.She says today she wishes she would have at least gotten a second opinion.Miracles still happen.Don't give up without at least knowing all her options.Good luck..love and prayers.. jill,0,0
My adult children had to teach me much of what I now know.,0,0
Anyone have any info to help me decide?,0,0
It helps with the bone pain and histimine reaction.,0,0
Thank you for your comments.,0,0
We need good news here and you just gave us some!,0,0
after all I would feel pretty stupid if this was a big mess-up on thier part and I paid the price because they ( the surgen) gave me answers that made me feel all well and good.,0,0
"At the risk of sounding like an amatuer: my pathology report produced a Gleason score of ""7"".",0,0
"Urinary bladder neck involvement: Suspicion for invasion along the base of the bladder wall with loss of hypointense prostatic capsule (image 15, series <PERSON> score: 5",0,0
I am a 47 year old woman lung cancer survior.,0,0
And I come back to MUCH going on.,0,0
- I do not know what to expect with that.,0,0
they have given him fluid pills but they haven't worked.,0,0
"You and Your family are in my prayers, Take care Kay",0,0
"The change in meds sound like they are helping and I will pray that her condition continues to improve.My best to you and your wife,
<PERSON>",0,0
The stuff we go through to be well!,0,0
it is so sad that insurance companies ignore the facts.,0,0
"Honestly, my feet are killing me from too much celebrating,  LOL.",0,0
Still another recommended test to be done before the hormonal treatment (ADT) is the total Testosterone that will be used in the continuous control of the efficacy of the ADT (urologists never request this cheap and simple blood test) along your journey.,0,0
"Like you, I was always healthy and never took any meds.",0,0
I dont have lymphadema but I do get PT.,0,0
I think those of you who work through chemo are amazing.,0,0
Talking with a clinical social worker who worked with my oncologist helped even more.,0,0
"And yes, our love life is wonderful.",0,0
Your videos are great m-star!,0,0
"It just makes me happy sometimes to think it, you know?Love and Hugs,<PERSON>",0,0
"I was told I would lose my hair, but did not...I have two beautiful wigs still sitting in their boxes.",0,0
"My mom  who is 86 yrs, will be getting her first PET scan next Monday.",0,0
He is still in contact with friends here.,0,0
Thank you very much for all of your help so far.,0,0
once that number gets in your brain it is hard to fight it.,0,0
I love her so much !!!!,0,0
"I hope you get a good solution to the problem.Hugs, <PERSON>",0,0
I have been unable to have any type of erection.,0,0
"We would also have to get referrals  through our family doctor, by then we would be due for our CT scan.",0,0
Listen to your body and strike a balance between the exercise you need/want and what the body will take.,0,0
"I don't know exactly what for, but he says he has all his lung cancer patients do it.",0,0
I had VATS so my recovery was fairly fast.,0,0
Thanks for the replies guys!,0,0
but i can barely catch a full breath.,0,0
I guess we get more worn down after each chemo.,0,0
I wish you good health and peace as well...from whatever source brings you comfort and hope.,0,0
So maybe I'll be done with treatment by the end of March!!,0,0
There are two basic types --Small Cell and Non-Small Cell.,0,0
If you don't you may never develop the trust you need in your onco.,0,0
They're only a guideline and based on very old statistics!!!,0,0
After I was poked for 30 minutes and moved all around they decided it was a no go.,0,0
"Was not satisfied with nurse call to increase Norco intake up to max prescribed.I can't believe that according to my surgeon ""the least invasive surgery is robotic assisted"" still put me thru a lot of painful experiences that I do see end for my pain.",0,0
My husband had squamous cell of the throat last year.,0,0
I just needed to write about my day.,0,0
I think mooning him was enough but if I had a pad I guess I could had tossed that at him... thanks for the laugh,0,0
I've not tried it yet... the perscription is nearly $30 a treatment.,0,0
"I had a small tumor and a lumpectomy, so, I can't help you inre to experience.",0,0
"People said that I looked a lot better, too!",0,0
With you having to have more test things may not be as bad as we always think.,0,0
Best wishes on your Birthday.,0,0
I went back to the Surgeons office two days ago due to this incision being infected.,0,0
Initial treatment was Flutamide & Lupron.,0,0
It sounds very much like you are seeing the beginning.,0,0
I'm tired of people and I'm tired of being alone.,0,0
"It helped me dealing with teenaged step-children ""issues"" over the years, or the every day disappointments of one sort or another!Use it!",0,0
"I know hubby appreciates your caring support, even though he doesn't always tell you.",0,0
The Issels Treatment has a long track record of complete long-term remission of otherwise incurable tumors.,0,0
Every year we buy one special ornament for the tree.,0,0
"It is not necessary to be confrontational, simply ask why.",0,0
Wonderful that your range of motion is coming back!!,0,0
Prayers for your wife and yourself.,0,0
"You know GOD has said if three or more gather in his name, prayers are answered.",0,0
There are programs where other employees can donate sick hours.,0,0
"Well,  it may still be in the future, so I have it put away until...
Hugs to you all.",0,0
"That's some excellent advice, and I will toss it back at you.",0,0
I hope your hair loss stops.,0,0
I go in for surgery in the morning.Thanks again.,0,0
"Enjoy it, you worked hard to get there.",0,0
NO advice...just sending good thoughts...I hope you get some advice... Denise,0,0
"<PERSON>, I'm so sorry for what your experiencing.",0,0
"Hope you had a very special day filled with Love,<PERSON> and <PERSON> shared with family & friends.",0,0
I have been trying so hard to somehow continue to do normal things that we used to do before cancer came into our lives.,0,0
"This board has been great for me, please stay in touch.",0,0
Had reconstruction for left breast in September 2003.,0,0
"Well, in my whole household (except for me, of course) of Native Americans~ that text made my <PERSON> really LOL!",0,0
.. <PERSON> to hear everyone is doing well.,0,0
god bless you and thanks for sharing your touching story.,0,0
Then fill out the form on the Contact Page to get a free phone consultation with a board-certified radiation oncologist who can tell you precisely what your chances for cure are with a less-invasive radiation procedure that actually has superior overall cure rates than surgery.Best of luck to you.,0,0
I guess I hadn't noticed any change in my heart rhythm.,0,0
"Its great how you have such a sense of humor about all you have been thru...It's funny how you signed off with ""Hope and Humor"" cause after reading yours and others post on this site I have been trying really hard to try to apply some humor to my life but I have to admit I am way to serious of a <PERSON> and fighting very hard not to give in to the pity partys...",0,0
