Sentence,Joy,Split
That's right it take too long better always meet with your doctor.,0,0
"Try to take it hour by hour, or minute by minute.",0,0
"We all die and I am so grateful that I get to prepare my husband, especially, and the rest of my family for the end.",0,0
I did get a broncoscophy (don´t know if the right word in English) but the same as the one that you are going to have.,0,0
Well the doc I thought so highly of from my consult weeks ago turned out to be just another in the herd.,0,0
You are having quite a time and I am so glad you have help and aren't doing this alone.,0,0
"But the one thing that helped me more than anything else was a TV show called ""Dead Like Me.""",0,0
He was diagnosed in Fall of 2001 and it had already spread at that time.,0,0
"Hello,My husband was recently sent to a PT for additional incontinence exercises and advice.",0,0
My wife has stage iv lung cancer and still works.,0,0
"So for those who have big plans or small plans, enjoy.",0,0
Have now returned to my East Texas birthright to spend my last days.,0,0
These uncertain situations are terrifying and exhausting.,0,0
Bone mets have left and new bone has grew in place.,0,0
"My husband was diaognoised in June of this year, after three months of being told by several doctors, ER that he had Pneunomia.",0,0
"Given my experience with cancer, and the desperation it caused, I have to be honest and say that I probably would.",0,0
"There is also a 24 hr support site somewhere, will try to find it and get back with info ASAP.",0,0
There is also a lot of anger issues since I was only 60 when the <PERSON> diagnosed the pc.The anger I am dealing with but how do you bring about a sense of control in your life when you have no control over the cancer returning?,0,0
I would recommend this structure to anyone going through what we are!!,0,0
The doctors tell me that they are worried that it will be more severe next winter.,0,0
I will meet with the radiation oncologist tomorrow and get set up for that portion of my treatment.,0,0
I was very tired during chemo and am very tired now that I am doing RADS.,0,0
My only problem now is feet are slightly swollen and feeling numbness.,0,0
I get sick of this too.,0,0
Although we were thankful for the support many of the calls were annoying.,0,0
"Doses are increased and still, giving good results.",0,0
mother (76) being treated with chemotherapy for lung cancer.,0,0
Does any body have any experience of using this chemo?,0,0
I am very sorry to hear of your Mom's distress.,0,0
<PERSON> has a 24 hour hotline that is answered by oncology nurses who can give you more info.,0,0
"Hi,This is from the report:Right apex - 10% occupiedRight base - 30% occupiedLeft base - 10% occupiedGreatest percentage of tumor in a core = 50%",0,0
"Ibuprofen is my friend, however, it does not stop the pain when I walk, grab for anything with my right arm.",0,0
"Hello, my mother in law has stage IV lung cancer that has metastasized to her brain, spine, and liver.",0,0
hello soccer i wanted to apologize for any confusion i caused.,0,0
"Ask about the treatments possible, then start studying what you think would be best for you.",0,0
Just finished second round of 6 day Chemo treatments along w/ radiation and only have 10 remaining radiation treatments according to the radiologist...... Another CT to determine what success they had shrinking it... now what is my question.,0,0
I got diagnosed with Cancer on Feb 18th 2008.,0,0
I even watched how to make a scarf out of a tee shirt.,0,0
"50mg Trazadone, taken about 1/2 hour before bed, ususally works for me.",0,0
You would never know he had surgery less than 5 months before we started this vacation.,0,0
Sorry to hear that the best did not occur for you and I truly wish you the best.I had several medical consultations and they basically said the same thing to me from what were my best treatments options to my staging… I choose to hope for the best (e.g.,0,0
Doctors had given me 6 weeks.,0,0
"However, many on this site have loads of good information and aren't afraid to share.",0,0
I am at this site because my <PERSON> has lung cancer.,0,0
why you hear and hear more cases of cancer......... what is happening???........,0,0
On Nov. 22 we learned that my husband's sister has AML Leukemia.,0,0
Please know I will be thinking and praying for you guys.,0,0
While there I met a few men who had had suregery and their cancer came back.,0,0
This is new and more trustful for success.,0,0
Failed within 12 hours of activating.,0,0
Ask for strength from him and I'm sure he'll listen.,0,0
"The radiologist report said ""Assumed scar tissue visible"".",0,0
I cam very scared and he is very positive.,0,0
They did so within minutes of my email.,0,0
And I worked full time through the whole thing.,0,0
"....Age probably has something to do with it also...I am 52 and here are my stats and path hope it helps and wish you the best: 52 years old
PSA 9/09 7.25
PSA 10/09 6.125
Diagnosis confirmed Oct 27, 2009
8 Needle Biopsy = 5 clear , 3 postive
<20%, 10%, 10%
Gleason Score (3+3) 6 in all positive cores
11/09 Second Opinion on Biopsy slides from Dr. <PERSON>(4+3) = 7 5%
(3+4) = 7 10%
(3+4) = 7 10%
Endorectol MRI with Coil - Indicated the Palpal tumor was <PERSON> confined
da Vinci 12/29/09 - Dr. Hollensbee & Scott
Post Surgery Pathology:
Prostate size 5 x 4 x 3.5 cm Weight: 27 g
Gleason: Changed to (3+4) = 7
Primary Pattern 3, 80%
Secondary Pattern 4, 18%
Tertiary Pattern 5, 2%
Tumor Quantitation:
Greatest Dimension, Largest tumor focus: 19 mm
Additional Dimension 18 x 15 mm
Location, largest tumor focus: Right posterior quadrant
Multifocality: Yes
Greatest dimension second largest focus 10 mm
Location: second largest focus: Left Posterior quadrant
Extraprostatic extension: Yes
If yes, focal or non-focal: Nonfocal
If yes: location(s) right and left antero-lateral
Seminal vesicle invasion: No
Cancer at surgical margin: No
If no, closest distance with location: less than 1 mm, right posterior quadrant
Apex involvement: No
Bladder involvement: NO
Lymph-vascular invasion: No
Perineural invasion: Yes
Lymph nodes: 9 from right pelvic 0/9 positive
Stage: pT3a, pNo, pMX
All nerves sparred - found two additional pudendal arteries",0,0
I did have terrible terrible pain after my lumpectomy.,0,0
Surgury to remove 2-3 inches of cancerious tissue.,0,0
I can not help wondering if we should try something else....,0,0
"It was recommended (& I agreed) that I go for EBRT/IMRT (39 sessions), the first half was to the pelvic cavity to get any of the unseen cancer cells that might have gone outside the prostate.",0,0
I did remain overnight and expected to stay another day.,0,0
"FYIProstate Cancer will kill 32,000 men in the US this year.",0,0
"Well, my mom is back in the hospital again.",0,0
You haven't been on to let us know.,0,0
"My dad hasn't lost his hair and although he's weak, he stands and transfer to a chair on his own.",0,0
GOD please..... Do NOT take my mother away.,0,0
Stay strong and best of health to all..... <PERSON>,0,0
"I am currently on Gemzar, my first time around I was on <PERSON> and carbo with radiation in between.",0,0
"I just feel so sick, tired and defeated.",0,0
You all havr inspired me and here I go but for the Grace of God one day at a time,0,0
"I have stopped drinking coffee, cut back on tea, and all I drink is water and fruit juice.",0,0
"We got the results today.....Lindas cancer is back....they found it in her liver,hip area and in the vertebrae in the back of her neck.... we ate both just lost right now!",0,0
"I'm 58, newly diagnosed invasive lobular low grade.",0,0
These cells simply are not numerous enough to create distant tumors.,0,0
