Sentence,Sadness,Split
"No, it doesn't remind of prohibition for at least two reasons:(1) It's a lot harder to hide tobacco barns and fields than it is to hide a still;
(2) You can consume alcohol in moderation.",0,0
"Healing never happens fast enough, but later it will seem like no time at all!Blessings!Kathy",0,0
"There are a few of us that have had it spread to our lymph nodes, so it is treatable.",0,0
"Research News
5-Gene Signature Identifies Lethal Varieties of Prostate Cancer and May Better Direct Patients to Appropriate Levels of Treatmenthttp://www.pcf.org/site/c.leJRIROrEpH/b.7707265/k.1403/5Gene_Signature_Identifies_Lethal_Varieties_of_Prostate_Cancer_and_May_Better_Direct_Patients_to_Appropriate_Levels_of_Treatment.htm?msource=sep11np&auid=9580092",0,0
I am glad I did it and know I have done what i could.,0,0
How is the celebration going Teena?Noel ☺,0,0
I can't have surgery for this coz of my heart failure and COPD.,0,0
I am also wishing you good luck with your surgery!,0,0
I talked with my radiation doctor and he said it is important to eat well to help your skin and muscles to heal.,0,0
Anyone out there feel good about WBR or PCI?,0,0
that’s an opinion consultation  same thing ...6 of one half dozen of another thanks ..I will call my insurance to find out thanks good to know if one pays another should,0,0
"I went through surgery, chemo, and reconstruction....then I find it accidentally!",0,0
"Thank you, and God bless all of you!",0,0
I've read some taxol horror stories on here.,0,0
You are the third <PERSON> giving me a positive comment about the Trials.,0,0
"It covers my head and I was able to ditch the wig, but it upsets me that in front it is very thin and you can see through.",0,0
"And hospice workers should be able to assist & provide services for you as well.If, on the other hand, husband has a change of heart, maybe after reading some of the previous posts from men who have “been there and back,” then I recommend you immediately find an new, independent oncologist who specializes in PCa to 1) establish and confirm that husband has <PERSON> (stage 4 metastatic prostate cancer); 2) discuss the best palliative txs to address the pain and curtail further disease progression, along with any possible side effects; 3) ask whether there are any cancer/caregiver support groups available that YOU can attend for yourself.",0,0
His wife of 50 years and my mother stood heartbroken but undeterred in honoring the love of her life.,0,0
I think your mind is really made up to do the bilateral.,0,0
RADS are easier than chemo to do by far but my chi-chi is charcoal broiled and deserves a rest.,0,0
"Ultimately, we are adults and the choice is ours, but I encourage others to be as adherent as humanly possible.",0,0
fifth trearment tomorrow and then the countdown to the last!,0,0
GLMThe email is through this site...the American Cancer Site.,0,0
I think most of us have experienced chemo brain.,0,0
I was told by the original medical providers I qualified for Medicaid or <PERSON>.,0,0
"But now the only thing I can do is pray, believe in the doctors, have faith, and thank god for everyday we spend together.",0,0
"I felt foolish, because I was ""only"" having a relatively minor procedure, but my fears and yours are very real.",0,0
The path report said one nodule in each lung was grade 1 A adenomyosis bronchioaveolar cancer.,0,0
I got the usual neropathy in the feet hands an joints .,0,0
"MRI & PET Scans today, Broncoscopy next Wednesday.",0,0
This whole cancer thing is so frightening and I so appreciate your kind words.,0,0
You know it's the solvent in Taxol that we have an allergic rx too.,0,0
You enjoy your very well deserved and very long dance with NED!,0,0
"His immune system could not handle it, since he also has lung disease.",0,0
"I hope that you do not need chemo but if you do, it's nothing like you may have seen in the movies.",0,0
I hope you will stay in touch and I wish you the very best.,0,0
I didn't work so I had mine at 10 am to leave the later and earlier appointments for people that needed them.,0,0
I have my good days and bad days-since chemo I am now post menopausal and don't want to take estrogen replacement.,0,0
(we're both in our mid 60's)I go in for my 18 month PSA in another week.,0,0
The only thing that held me back was the time spent going for the radiation.,0,0
I was scared out of my mind but once they sedated me I was fine.,0,0
"I am HAPPY and RELIEVED for you, dear Debi!",0,0
Thanks for the sense of humor:),0,0
"A bit belated, but nonetheless sincere.",0,0
"Maybe he is just upset and cannot express it, or maybe he is just being a jerk.",0,0
"Drink excellent coffee, eat excellent food and may the sunset be extra beautiful tonight!",0,0
Sending Prayers for Strength & Courage.,0,0
It's a long story but please read through ..,0,0
You aren't supposed to not tell us things!,0,0
I also don't know what you mean by 14 vs 4% gain.,0,0
You're in my thoughts and prayers.,0,0
So glad that you qualified for the trials and praying that they kick butt!,0,0
The number is related to the  (!),0,0
Thank you for posting where there is another site for this.,0,0
I don't know how much more of this I can take.,0,0
I had 3 second opinions - one doctor felt I should do radiation but I chose not to.,0,0
I am confident that I will lick this soon and then will share my story.,0,0
Mass is 3cm by 3cm In upper left lung.,0,0
I am hopeful about my prognosis and I truly do feel blessed.,0,0
"I was frightened when this chemo brain first started to happen because not one doctor ever told me
about it.It was a chemo nurse who heard my concerns one day and explained it to me and quite frankly validated my feelings when I found out that it actually had a name.October will be 2 years out of chemo and not to worry you because we are all different, but I still have symptoms.",0,0
"Can you give me any advice on what to expect, & how to help him through the treatments?",0,0
I love penguins too I have a bunch of all kinds of them!,0,0
Had the surgery and now dealing with incontinence and haven't even begun to think about ED yet.Pathology came back today and here are the results:3 month PSA will be my next hurdle.,0,0
You will find excellent info and lots of support.,0,0
He will be given a spirometer to use for breathing excercises.,0,0
The expectations and anxieties are worse than the actual surgery.I left the hospital the next day.,0,0
When I say my prayers I will include all of you.,0,0
I am being treated for nsclc stage lV.,0,0
"My Dad 63 yrs (chain smoker), was recently Diagnosed with Stage 4 NSCLC after being mistreated almost 1 yr for Pneumonia.",0,0
"In other words, for me they were 'doable'.",0,0
"I think they help to maintain a steady state, and not use up valuable energy with sadness, worry and anxiety.",0,0
don't let someone else's negativity get you down!,0,0
He referred me for a bronchoscopy where they will biopsy the mass in my right lung and also my mediastinal lymph nodes.,0,0
I would call today and demand that an appointment s/b set up ASAP.,0,0
I finally found a product that really worked for me.,0,0
"But if you start getting a rash, let your rads oncologist know.",0,0
The surgeon wants me to have 2 pints of my own blood incase I need a transfusion during surgery.,0,0
hi mjgrand..my mom is diagnosed with stage IV NSC adenocarcinoma and she took her first chemo,0,0
"Until this week, I had no idea how many women are out there with malignant tumors that are never caught on a mammogram.",0,0
12 out of 12 cores were positive.We went in for robotoc surgery and the final biopsy report post surgery reads:<PERSON> score : 4+4 = 8 for both lobesPerinueral invasion is seen.,0,0
That also means inhaling the smoke from other people smoking nearby (second hand).,0,0
"I was 40 when I was diagnosed and I appreciated the code ""pink.""",0,0
I've had carboplatin and taxol twice then I received 36 radiation treatments.,0,0
My oncologist thinks my chemo side effects were minimal and my energy came back pretty quickly because I was active.,0,0
Only been on tamoxifin for 15 months.I am a bit worried about that.,0,0
